2025-12-06 01:13:01:011 : | debug | "POST /register - Incoming data: email=testkumar@gmail.com" |
2025-12-06 02:05:47:4747 : | debug | "GET /newTier - Response payload: {\"message\":\"Login successful\",\"user\":{\"profile\":{\"location\":{\"state\":\"Maharashtra\",\"country\":\"India\"},\"firstName\":\"raj\",\"lastName\":\"jaiswar\",\"schoolOrganization\":\"asdfasera\",\"dateOfBirth\":\"2025-09-20T00:00:00.000Z\",\"phoneNumber\":\"8286231170\",\"causesOfInterest\":[]},\"notifications\":{\"weeklyDigest\":true,\"monthlyDigest\":true,\"approvalNotifications\":true,\"achievementNotifications\":true},\"_id\":\"68c8fd17c743b48c4e314119\",\"email\":\"rajjaiswar1256@gmail.com\",\"password\":\"$2a$12$hhzeGK6Flc1FzKGERuuw/OkXb1ujDW81NH21AM3uZfewEllGlWQkW\",\"role\":\"volunteer\",\"totalHours\":160,\"thisYearHours\":160,\"tier\":\"Service Champion\",\"badges\":[\"Kindness Ambassador\",\"Change Catalyst\",\"Service Champion\"],\"referralCode\":\"FO9OKC\",\"referredBy\":\"\",\"referralCount\":0,\"createdAt\":\"2025-09-16T06:00:55.896Z\",\"__v\":3,\"provider\":\"local\",\"lastAcknowledgedTier\":\"Service Champion\"},\"newTierUnlocked\":true,\"unlockedTier\":\"Service Champion\",\"tierContent\":{\"subject\":\"🏆 Welcome, Service Champion!\",\"message\":\"Hey there, changemaker! NEST4US is proud to recognize you as a <strong>SERVICE CHAMPION</strong> for your 150+ hours of volunteer service. Your consistent service uplifts lives and advances our collective vision of a more caring world for all!\"}}" |
2025-12-06 02:08:55:5555 : | debug | "POST /submit - userId=68c8fd17c743b48c4e314119, Incoming request body: {\"fullName\":\"Tes 24 Nov 001\",\"activityName\":\"rwtwret120hr\",\"serviceDate\":\"2025-12-05\",\"hours\":\"120\",\"serviceType\":\"NEST4US Food Rescues\",\"description\":\"fdsgsdrtsrtrg\",\"isHistorical\":\"false\"}" |
2025-12-06 02:08:55:5555 : | debug | "POST /submit - Volunteer hours submitted successfully. submissionId=693342df735b7c59b5c131be userId=68c8fd17c743b48c4e314119" |
2025-12-06 02:08:55:5555 : | debug | "GET /dashboard - Response sample: {\n  \"totalHours\": 160,\n  \"thisYearHours\": 160,\n  \"tier\": \"Service Champion\"\n}" |
2025-12-06 02:08:59:5959 : | debug | "POST /get-entry - Incoming request body: {\"id\":\"693342df735b7c59b5c131be\"}" |
2025-12-06 02:08:59:5959 : | debug | "POST /get-entry - Entry Data: {\"_id\":\"693342df735b7c59b5c131be\",\"volunteerId\":\"68c8fd17c743b48c4e314119\",\"fullName\":\"Tes 24 Nov 001\",\"activityName\":\"rwtwret120hr\",\"serviceDate\":\"2025-12-05T00:00:00.000Z\",\"serviceType\":\"NEST4US Food Rescues\",\"hours\":120,\"description\":\"fdsgsdrtsrtrg\",\"proofOfService\":\"1764967135103-588728265.png\",\"status\":\"pending\",\"isHistorical\":false,\"submittedAt\":\"2025-12-05T20:38:55.113Z\",\"__v\":0}" |
2025-12-06 02:09:32:3232 : | debug | "POST /login - Incoming request body={\"email\":\"admin@nest4us.org\",\"password\":\"admin123\"}" |
2025-12-06 02:09:33:3333 : | debug | "POST /login - Login successful for email=admin@nest4us.org" |
2025-12-06 02:09:33:3333 : | debug | "GET /dashboard - Response sample: {\n  \"totalHours\": 7,\n  \"thisYearHours\": 7,\n  \"tier\": \"None\"\n}" |
2025-12-06 02:09:33:3333 : | debug | "GET /newTier - Response payload: {\"message\":\"Login successful\",\"user\":{\"profile\":{\"firstName\":\"Admin\",\"lastName\":\"User\",\"schoolOrganization\":\"NEST4US\",\"dateOfBirth\":\"1990-01-01T00:00:00.000Z\",\"phoneNumber\":\"555-0123\",\"causesOfInterest\":[]},\"notifications\":{\"weeklyDigest\":true,\"monthlyDigest\":true,\"approvalNotifications\":true,\"achievementNotifications\":true},\"provider\":\"local\",\"lastAcknowledgedTier\":\"None\",\"_id\":\"68c8351b1eee63d9c051fc7e\",\"email\":\"admin@nest4us.org\",\"password\":\"$2a$12$a/1BGJvGjRTRZgpY7X1KFOUjRD8UagNVz0rB5Q1rpxk5e6QBaMgSG\",\"role\":\"admin\",\"totalHours\":7,\"thisYearHours\":7,\"tier\":\"None\",\"badges\":[],\"referralCount\":0,\"createdAt\":\"2025-09-15T15:47:39.906Z\",\"__v\":0},\"newTierUnlocked\":false,\"unlockedTier\":null,\"tierContent\":null}" |
2025-12-06 02:09:33:3333 : | debug | "GET /pending-hours - Sample Record: {\n  \"_id\": \"693342df735b7c59b5c131be\",\n  \"volunteerId\": {\n    \"_id\": \"68c8fd17c743b48c4e314119\",\n    \"email\": \"rajjaiswar1256@gmail.com\"\n  },\n  \"fullName\": \"Tes 24 Nov 001\",\n  \"activityName\": \"rwtwret120hr\",\n  \"serviceDate\": \"2025-12-05T00:00:00.000Z\",\n  \"serviceType\": \"NEST4US Food Rescues\",\n  \"hours\": 120,\n  \"description\": \"fdsgsdrtsrtrg\",\n  \"proofOfService\": \"1764967135103-588728265.png\",\n  \"status\": \"pending\",\n  \"isHistorical\": false,\n  \"submittedAt\": \"2025-12-05T20:38:55.113Z\",\n  \"__v\": 0\n}" |
2025-12-06 02:09:33:3333 : | debug | "GET /admin/summary - Summary data: {\n  \"totalVolunteers\": 8,\n  \"totalHours\": 312,\n  \"valueOfService\": \"$10854.48\",\n  \"pendingSubmissions\": 6\n}" |
2025-12-06 02:09:33:3333 : | debug | "GET /pending-hours - Sample Record: {\n  \"_id\": \"693342df735b7c59b5c131be\",\n  \"volunteerId\": {\n    \"_id\": \"68c8fd17c743b48c4e314119\",\n    \"email\": \"rajjaiswar1256@gmail.com\"\n  },\n  \"fullName\": \"Tes 24 Nov 001\",\n  \"activityName\": \"rwtwret120hr\",\n  \"serviceDate\": \"2025-12-05T00:00:00.000Z\",\n  \"serviceType\": \"NEST4US Food Rescues\",\n  \"hours\": 120,\n  \"description\": \"fdsgsdrtsrtrg\",\n  \"proofOfService\": \"1764967135103-588728265.png\",\n  \"status\": \"pending\",\n  \"isHistorical\": false,\n  \"submittedAt\": \"2025-12-05T20:38:55.113Z\",\n  \"__v\": 0\n}" |
2025-12-06 02:10:24:2424 : | debug | "PUT /review-hours/:id - Id=693342df735b7c59b5c131be, Incoming request body={\"status\":\"approved\"}" |
2025-12-06 02:10:24:2424 : | debug | "PUT /review-hours/:id - Hours entry found. Id=693342df735b7c59b5c131be Data={\"_id\":\"693342df735b7c59b5c131be\",\"volunteerId\":\"68c8fd17c743b48c4e314119\",\"fullName\":\"Tes 24 Nov 001\",\"activityName\":\"rwtwret120hr\",\"serviceDate\":\"2025-12-05T00:00:00.000Z\",\"serviceType\":\"NEST4US Food Rescues\",\"hours\":120,\"description\":\"fdsgsdrtsrtrg\",\"proofOfService\":\"1764967135103-588728265.png\",\"status\":\"pending\",\"isHistorical\":false,\"submittedAt\":\"2025-12-05T20:38:55.113Z\",\"__v\":0}" |
2025-12-06 02:10:24:2424 : | debug | "PUT /review-hours/:id - Sending approval email to rajjaiswar1256@gmail.com" |
2025-12-06 02:10:25:2525 : | debug | "PUT /review-hours/:id - Sending tier upgrade email for tier=Legacy Leader" |
2025-12-06 02:10:26:2626 : | debug | "PUT /review-hours/:id - Response body sample. Id=693342df735b7c59b5c131be Data={\"_id\":\"693342df735b7c59b5c131be\",\"volunteerId\":\"68c8fd17c743b48c4e314119\",\"fullName\":\"Tes 24 Nov 001\",\"activityName\":\"rwtwret120hr\",\"serviceDate\":\"2025-12-05T00:00:00.000Z\",\"serviceType\":\"NEST4US Food Rescues\",\"hours\":120,\"description\":\"fdsgsdrtsrtrg\",\"proofOfService\":\"1764967135103-588728265.png\",\"status\":\"approved\",\"isHistorical\":false,\"submittedAt\":\"2025-12-05T20:38:55.113Z\",\"__v\":0,\"reviewedAt\":\"2025-12-05T20:40:24.921Z\",\"reviewedBy\":\"68c8351b1eee63d9c051fc7e\"} status=approved" |
2025-12-06 02:10:26:2626 : | debug | "GET /pending-hours - Sample Record: {\n  \"_id\": \"6933286319813576e3dbc0c4\",\n  \"volunteerId\": {\n    \"profile\": {\n      \"fullName\": \"viraj\"\n    },\n    \"_id\": \"6931710bc1b61a3aaf0b223e\",\n    \"email\": \"thakerviraj@gmail.com\"\n  },\n  \"fullName\": \"Naman\",\n  \"activityName\": \"Photo\",\n  \"serviceDate\": \"2025-12-05T00:00:00.000Z\",\n  \"serviceType\": \"Others\",\n  \"hours\": 5,\n  \"description\": \"Photo\",\n  \"proofOfService\": \"1764960355738-727776418.png\",\n  \"status\": \"pending\",\n  \"isHistorical\": false,\n  \"submittedAt\": \"2025-12-05T18:45:55.763Z\",\n  \"__v\": 0\n}" |
2025-12-06 02:10:27:2727 : | debug | "GET /admin/summary - Summary data: {\n  \"totalVolunteers\": 8,\n  \"totalHours\": 432,\n  \"valueOfService\": \"$15029.28\",\n  \"pendingSubmissions\": 5\n}" |
2025-12-06 02:10:27:2727 : | debug | "GET /pending-hours - Sample Record: {\n  \"_id\": \"6933286319813576e3dbc0c4\",\n  \"volunteerId\": {\n    \"profile\": {\n      \"fullName\": \"viraj\"\n    },\n    \"_id\": \"6931710bc1b61a3aaf0b223e\",\n    \"email\": \"thakerviraj@gmail.com\"\n  },\n  \"fullName\": \"Naman\",\n  \"activityName\": \"Photo\",\n  \"serviceDate\": \"2025-12-05T00:00:00.000Z\",\n  \"serviceType\": \"Others\",\n  \"hours\": 5,\n  \"description\": \"Photo\",\n  \"proofOfService\": \"1764960355738-727776418.png\",\n  \"status\": \"pending\",\n  \"isHistorical\": false,\n  \"submittedAt\": \"2025-12-05T18:45:55.763Z\",\n  \"__v\": 0\n}" |
2025-12-06 02:10:46:4646 : | debug | "GET /admin/tiers - counts=[\n  {\n    \"tier\": \"Kindness Ambassador\",\n    \"range\": \"50-99\",\n    \"count\": 0\n  },\n  {\n    \"tier\": \"Change Catalyst\",\n    \"range\": \"100-149\",\n    \"count\": 1\n  },\n  {\n    \"tier\": \"Service Champion\",\n    \"range\": \"150-249\",\n    \"count\": 0\n  },\n  {\n    \"tier\": \"Legacy Leader\",\n    \"range\": \"250+\",\n    \"count\": 1\n  }\n]" |
2025-12-06 02:11:07:077 : | debug | "GET /admin/tiers - counts=[\n  {\n    \"tier\": \"Kindness Ambassador\",\n    \"range\": \"50-99\",\n    \"count\": 0\n  },\n  {\n    \"tier\": \"Change Catalyst\",\n    \"range\": \"100-149\",\n    \"count\": 1\n  },\n  {\n    \"tier\": \"Service Champion\",\n    \"range\": \"150-249\",\n    \"count\": 0\n  },\n  {\n    \"tier\": \"Legacy Leader\",\n    \"range\": \"250+\",\n    \"count\": 1\n  }\n]" |
2025-12-06 02:12:21:2121 : | debug | "POST /login - Incoming request body={\"email\":\"rajjaiswar1256@gmail.com\",\"password\":\"Smart@12345\"}" |
2025-12-06 02:12:21:2121 : | debug | "POST /login - Login successful for email=rajjaiswar1256@gmail.com" |
2025-12-06 02:12:21:2121 : | debug | "GET /newTier - Response payload: {\"message\":\"Login successful\",\"user\":{\"profile\":{\"location\":{\"state\":\"Maharashtra\",\"country\":\"India\"},\"firstName\":\"raj\",\"lastName\":\"jaiswar\",\"schoolOrganization\":\"asdfasera\",\"dateOfBirth\":\"2025-09-20T00:00:00.000Z\",\"phoneNumber\":\"8286231170\",\"causesOfInterest\":[]},\"notifications\":{\"weeklyDigest\":true,\"monthlyDigest\":true,\"approvalNotifications\":true,\"achievementNotifications\":true},\"_id\":\"68c8fd17c743b48c4e314119\",\"email\":\"rajjaiswar1256@gmail.com\",\"password\":\"$2a$12$hhzeGK6Flc1FzKGERuuw/OkXb1ujDW81NH21AM3uZfewEllGlWQkW\",\"role\":\"volunteer\",\"totalHours\":280,\"thisYearHours\":280,\"tier\":\"Legacy Leader\",\"badges\":[\"Kindness Ambassador\",\"Change Catalyst\",\"Service Champion\",\"Legacy Leader\"],\"referralCode\":\"FO9OKC\",\"referredBy\":\"\",\"referralCount\":0,\"createdAt\":\"2025-09-16T06:00:55.896Z\",\"__v\":4,\"provider\":\"local\",\"lastAcknowledgedTier\":\"Legacy Leader\"},\"newTierUnlocked\":true,\"unlockedTier\":\"Legacy Leader\",\"tierContent\":{\"subject\":\"👑 You Are Now a Legacy Leader!\",\"message\":\"You’ve gone above and beyond! NEST4US is proud to recognize you as a <strong>LEGACY LEADER</strong> for your 250+ hours of volunteer service. Your dedication has built a legacy of kindness and impact that will inspire generations to come!\"}}" |
2025-12-06 02:12:21:2121 : | debug | "GET /dashboard - Response sample: {\n  \"totalHours\": 280,\n  \"thisYearHours\": 280,\n  \"tier\": \"Legacy Leader\"\n}" |
2025-12-06 02:15:05:055 : | debug | "POST /register - Incoming data: email=sauravbhoir07@gmail.com" |
2025-12-06 02:15:22:2222 : | debug | "POST /login - Incoming request body={\"email\":\"sauravbhoir07@gmail.com\",\"password\":\"Saurav@123\"}" |
2025-12-06 02:15:23:2323 : | debug | "POST /login - Login successful for email=sauravbhoir07@gmail.com" |
2025-12-06 02:15:23:2323 : | debug | "GET /newTier - Response payload: {\"message\":\"Login successful\",\"user\":{\"profile\":{\"location\":{\"state\":\"test\",\"country\":\"stest\"},\"fullName\":\"Saurav\",\"profilePicture\":\"/uploads/userProfilePictures/1764967505797-871231099.png\",\"schoolOrganization\":\"Test\",\"dateOfBirth\":\"2025-12-06T00:00:00.000Z\",\"phoneNumber\":\"9876543210\",\"causesOfInterest\":[\"fdfdre\"]},\"notifications\":{\"weeklyDigest\":true,\"monthlyDigest\":true,\"approvalNotifications\":true,\"achievementNotifications\":true},\"_id\":\"69334451735b7c59b5c13238\",\"email\":\"sauravbhoir07@gmail.com\",\"password\":\"$2a$12$1iJ30Gt74.vetdukxWqrNeBMvD1U5zBTgXQZnFXIaiGZQWhQOAh9u\",\"provider\":\"local\",\"role\":\"volunteer\",\"totalHours\":0,\"thisYearHours\":0,\"tier\":\"None\",\"badges\":[],\"referralCount\":0,\"lastAcknowledgedTier\":\"None\",\"createdAt\":\"2025-12-05T20:45:05.845Z\",\"__v\":0},\"newTierUnlocked\":false,\"unlockedTier\":null,\"tierContent\":null}" |
2025-12-06 02:15:23:2323 : | debug | "GET /dashboard - Response sample: {\n  \"totalHours\": 0,\n  \"thisYearHours\": 0,\n  \"tier\": \"None\"\n}" |
